domain,counts,news,education,social,gov,campaign_personal,other_third_party,title,sum
stanfordhealthcare.org,12,0,0,0,0,0,1,stanford health care (shc) - stanford medical center | stanford health care,1
harmonycemeteryfc.com,63,0,0,0,0,0,1,,1
fredandannette.com,1696,0,0,0,0,0,1,walthamupdate - my wordpress blog,1
georgebeardsley.com,812,0,0,0,0,0,1,,1
davidforwv.com,6431,0,0,0,0,1,0,david mckinley for congress,1
alicetx.com,2071,1,0,0,0,0,0,,1
tomreedforcongress.com,120356,0,0,0,0,1,0,,1
therestaurantexpert.com,368,0,0,0,0,0,1,home - restaurant systems pro - online restaurant management solution,1
porschenaples.com,1,0,0,0,0,0,1,"porsche naples | new porsche & used car center in naples, fl",1
weedmaps.com,7950,0,0,0,0,0,1,"weedmaps: learn, find, and order weed",1
smithfamilycares.com,87,0,0,0,0,0,1,"
    
    smith family funeral homes
  
  ",1
morningsun.net,1214,1,0,0,0,0,0,,1
yallpolitics.com,114207,0,0,0,0,0,1,,1
erau.edu,32,0,1,0,0,0,0,,1
jimsimport.com,4728,0,0,0,0,0,1,jim's used foreign auto parts and salvage yard in florida,1
rosebudsbaby.com,24,0,0,0,0,0,1,rosebuds | baby & kid boutique,1
swoknews.com,6829,1,0,0,0,0,0,,1
1800lawguys.com,1,0,0,0,0,0,1,boston personal injury lawyers — michael kelly injury lawyers,1
bcg.com,553,0,1,0,0,0,0,,1
sabr.org,65091,0,0,0,0,0,1,society for american baseball research,1
iowastatedaily.com,724,1,0,0,0,0,0,,1
kctv5.com,113842,1,0,0,0,0,0,,1
timmonsconsult.com,319,0,0,0,0,0,1,,1
birminghamtimes.com,22046,1,0,0,0,0,0,,1
cqrcengage.com,140093,0,0,0,0,0,1,,1
fullertonobserver.com,5534,1,0,0,0,0,0,,1
bradley.edu,377,0,1,0,0,0,0,,1
withwre.com,691,0,0,0,0,0,1,windermere real estate,1
muscatinejournal.com,3096,1,0,0,0,0,0,,1
madisonpsychiatricassociates.com,3266,0,0,0,0,0,1,madison psychiatric associates,1
exim.gov,22,0,0,0,1,0,0,,1
andthevalleyshook.com,6,1,0,0,0,0,0,"and the valley shook, a lsu tigers community",1
cathstan.org,7833,1,0,0,0,0,0,home- catholic standard,1
virtua.org,262,0,0,0,0,0,1,virtua,1
trumphotels.com,11,0,0,0,0,0,1,,1
olsonhatcher.com,677,0,0,0,0,0,1,,1
tcpalm.com,86148,1,0,0,0,0,0,,1
thedcline.org,11500,1,0,0,0,0,0,"thedcline.org – local news, views & events",1
fcnews.org,12671,1,0,0,0,0,0,,1
fox11online.com,54275,1,0,0,0,0,0,,1
gadsdentimes.com,4795,1,0,0,0,0,0,,1
newpolitics.org,90111,0,0,0,0,1,0,new politics | building a new generation of leaders,1
boston25news.com,25758,1,0,0,0,0,0,,1
gmholdingsmanagement.com,769,0,0,0,0,0,1,"
    
    home | gm holdings | philadelphia, pa
  
  ",1
hcpnv.com,2791,0,0,0,0,0,1,,1
christianheadlines.com,1454,1,0,0,0,0,0,christian news headlines - breaking and trending religion news,1
lindseyoptical.com,160,0,0,0,0,0,1,,1
johnsoncontrols.com,1,0,0,0,0,0,1,,1
theonlinebeacon.com,436,1,0,0,0,0,0,the online beacon – the student news site of massachusetts college of liberal arts,1
kuam.com,23,1,0,0,0,0,0,kuam.com- kuam news: on air. online. on demand.,1
executivebiz.com,428,1,0,0,0,0,0,executivebiz - latest federal & government contracting companies' news coverage,1
fitzpatrickarchitects.com,467,0,0,0,0,0,1,,1
joecollinsforcongress.com,4,0,0,0,0,1,0,,1
aphasiawtx.org,55,0,0,0,0,0,1,home page < aphasia center of west texas,1
danapointtimes.com,16749,1,0,0,0,0,0,,1
kobi5.com,41356,0,0,0,0,0,1,kobi-tv nbc5 / koti-tv nbc2,1
michaeljohnsonguitar.com,12,0,0,0,0,0,1,"
    michael johnson guitar instruction | guitar lesson bismarck
  ",1
bishopodowd.org,1,0,1,0,0,0,0,home | bishop o'dowd high school oakland,1
kltv.com,50313,1,0,0,0,0,0,,1
amowensby.com,1,0,0,0,0,0,1,,1
therip.com,4,1,0,0,0,0,0,,1
bgindependentmedia.org,1490,1,0,0,0,0,0,bg independent news – free independent news in bowling green,1
statenews.com,84006,1,0,0,0,0,0,,1
eisenforcongress.com,9,0,0,0,0,1,0,,1
tribtown.com,26176,1,0,0,0,0,0,,1
kcra.com,134579,1,0,0,0,0,0,,1
dartmouth.edu,42869,0,1,0,0,0,0,,1
denisonialaw.com,1,0,0,0,0,0,1,,1
mccollumforcongress.com,142148,0,0,0,0,1,0,,1
krvn.com,12816,1,0,0,0,0,0,"krvn - #1 for agriculture, weather, & news. - #1 for agriculture, weather & news",1
princewilliamliving.com,5159,1,0,0,0,0,0,local news for prince william county & manassas | prince william living,1
wyff4.com,143492,1,0,0,0,0,0,,1
the1a.org,20373,1,0,0,0,0,0,"
		1a | speak freely	",1
thepostmillennial.com,2672,1,0,0,0,0,0,welcome | the post millennial | thepostmillennial.com,1
santaynezvalleystar.com,434,1,0,0,0,0,0,,1
buzzfeed.com,1322,1,0,0,0,0,0,,1
ratliffandtaylor.com,36,0,0,0,0,0,1,ratliff & taylor,1
loblollycreamery.com,154,0,0,0,0,0,1,handcrafted ice cream & sweet treats | loblolly creamery,1
djournal.com,171621,1,0,0,0,0,0,,1
dday-overlord.com,2,0,0,0,0,0,1,d-day overlord - débarquement et bataille de normandie,1
alec.org,124826,0,0,0,0,0,1,"
                            home - american legislative exchange council - american legislative exchange council
                    ",1
johngallegosattorney.com,2363,0,0,0,0,0,1,,1
verticalresearchpartners.com,540,0,0,0,0,0,1,precision investing in industrials & materials sectors | expert strategies,1
wksu.org,11419,1,0,0,0,0,0,,1
nashvillepost.com,51668,1,0,0,0,0,0,,1
tirerama.com,4,0,0,0,0,0,1,welcome to tire-rama | tire-rama,1
nbcboston.com,178425,1,0,0,0,0,0,,1
surajpatel.nyc,4,0,0,0,0,1,0,suraj patel 2022,1
amsus.org,58087,0,0,0,0,0,1,,1
fosters.com,3446,1,0,0,0,0,0,,1
azcapitoltimes.com,77755,1,0,0,0,0,0,,1
aclunc.org,165,0,0,0,0,0,1,the aclu of northern california,1
nordoniahillschiropractic.com,2653,0,0,0,0,0,1,,1
academia.edu,354,0,0,0,0,0,1,,1
southshoreinsurance.com,35,0,0,0,0,0,1,,1
schultzwilliams.com,2,0,0,0,0,0,1,national fundraising consulting firm - schultz & williams,1
carpetrepairhoover.com,226,0,0,0,0,0,1,,1
csmonitor.com,75831,1,0,0,0,0,0,christian science monitor - csmonitor.com,1
towardfreedom.org,1185,1,0,0,0,0,0,home - toward freedom,1
benitolink.com,3065,1,0,0,0,0,0,"san benito county independent nonprofit news source, hollister community news outlet | benitolink, hollister, san juan bautista, san benito county, california",1
bsu.edu,140,0,0,0,0,1,0,,1
sportshandle.com,2180,0,0,0,0,0,1,legal u.s. sports betting reporting and information,1
northwesternbusinessreview.org,1768,0,1,0,0,0,0,,1
fromthetop.org,41713,0,1,0,0,0,0,from the top,1
farmersagent.com,30,0,0,0,0,0,1,,1
dodgersdigest.com,2611,1,0,0,0,0,0,,1
familyconnectionsiowa.com,417,0,0,0,0,0,1,"mental health agency in council bluffs, ia | family connections, inc.",1
fresnohockshop.com,1,0,0,0,0,0,1,home - fresno hock shop,1
dailysentinel.com,6944,1,0,0,0,0,0,,1
ndu.edu,2794,0,0,0,0,1,0,,1
scmp.com,53337,1,0,0,0,0,0,"breaking china, asia, hk news, opinions and insights | south china morning post",1
tedlieu.com,174410,0,0,0,0,0,1,hoki178 - situs slot gacor 2024 terpercaya & agen judi slot88 online,1
onlinemadison.com,7982,0,0,0,0,0,1,,1
warsawsecurityforum.org,36040,0,0,0,0,0,1,,1
corvallisadvocate.com,30575,1,0,0,0,0,0,,1
eastoregonian.com,6897,1,0,0,0,0,0,,1
katiescanineconnection.com,238,0,0,0,0,0,1,,1
comprehensiveradiology.com,587,0,0,0,0,0,1,"comprehensive radiology services | hattiesburg, ms",1
queerty.com,943,0,0,0,0,0,1,"queerty - free of an agenda, except for that gay one. lgbtq life, entertainment, politics and the goods - all for the gay, lesbian, bisexual, transgender and queer community.",1
texashealth.org,2250,0,0,0,0,0,1,,1
ballotready.org,15,0,0,0,0,0,1,ballotready: where you go before you vote,1
shinjusushi.com,34,0,0,0,0,0,1,,1
wclo.com,2229,1,0,0,0,0,0,wclo | news - talk - sports,1
losaltosonline.com,13930,1,0,0,0,0,0,,1
tamiu.edu,399,0,0,0,0,1,0,,1
txdirectory.com,180140,0,0,0,1,0,0,texas state directory online,1
chicagodefender.com,401,1,0,0,0,0,0,,1
heritageaction.com,5610,0,0,0,0,0,1,home | heritage action for america,1
concordmonitor.com,14418,1,0,0,0,0,0,,1
stpetermilwaukee.com,152,0,0,0,0,0,1,st. peter lutheran church - iglesia luterana san pedro,1
thedailynews.cc,44407,1,0,0,0,0,0,,1
coloradohometownweekly.com,3921,1,0,0,0,0,0,,1
sudbury.k12.ma.us,1035,0,1,0,0,0,0,home - sudbury public schools,1
prismahealth.org,2083,0,0,0,0,0,1,,1
courier-journal.com,237582,1,0,0,0,0,0,,1
electralphnorman.com,169760,0,0,0,0,1,0,ralph norman – a strong voice for south carolina values,1
artscouncilmontgomery.org,942,0,0,0,0,0,1,,1
warnerfuneralhome.com,7,0,0,0,0,0,1,,1
txwes.edu,26955,0,1,0,0,0,0,,1
newtondailynews.com,4081,1,0,0,0,0,0,,1
mikiesherrill.com,90815,0,0,0,0,1,0,home - mikie sherrill | u.s. congress | new jersey 11th | homepage,1
ocj.com,3476,1,0,0,0,0,0,ohio ag net | ohio's country journal – ohio ag net | ohio's country journal,1
aabusinessroundtable.org,36618,0,0,0,0,0,1,,1
johnsonauctioneers.com,452,0,0,0,0,0,1,,1
wwno.org,9790,1,0,0,0,0,0,,1
aaf.org,29,0,0,0,0,0,1,"
	american advertising federation | home
",1
themercury.com,9724,1,0,0,0,0,0,,1
jacobinmag.com,12736,1,0,0,0,0,0,,1
bravenewfilms.org,2,0,0,0,0,0,1,brave new films | creating media that makes an impact,1
toddandbradreed.com,509,0,0,0,0,0,1,todd and brad reed photography,1
benzinga.com,4582,1,0,0,0,0,0,"actionable trading ideas, real-time news, financial insight - benzinga",1
maithaihaslet.com,283,0,0,0,0,0,1,mai thai restaurant,1
nbc25news.com,69395,1,0,0,0,0,0,,1
currentobituary.com,26,0,0,0,0,0,1,"online obituaries, funeral notices, condolences, tributes and death notices  | currentobituary.com",1
stlandrycrimestoppers.com,10,0,0,0,1,0,0,,1
gwdocs.com,1,0,0,0,0,0,1,welcome to the gw medical faculty associates | gw medical faculty associates,1
salemnews.com,23912,1,0,0,0,0,0,,1
moveon.org,119,0,0,0,0,0,1,moveon: people-powered progress,1
superiortelegram.com,1820,1,0,0,0,0,0,,1
phoenix.gov,863,0,0,0,1,0,0,,1
jimmcgovern.com,115448,0,0,0,0,1,0,jim mcgovern for congress,1
upstreamonline.com,3879,1,0,0,0,0,0,upstream online | upstream,1
uppermichiganssource.com,75632,1,0,0,0,0,0,upper michigan's source,1
keysforsoberliving.com,73,0,0,0,0,0,1,,1
ucsc.edu,12596,0,1,0,0,0,0,,1
mpsaz.org,814,0,1,0,0,0,0,home | mesa public schools,1
brendalawrence.com,86564,0,0,0,0,1,0,"congresswoman brenda lawrence | fighting for you now, and always.",1
leeheylaw.com,1,0,0,0,0,0,1,,1
religioncommunicators.org,2,0,0,0,0,0,1,religion communicators council | an interfaith association of religion communicators since 1929,1
citylimits.org,2604,1,0,0,0,0,0,,1
galesburg.com,1307,1,0,0,0,0,0,,1
lockhaven.com,18989,1,0,0,0,0,0,,1
speedcafe.com,421,1,0,0,0,0,0,"speedcafe.com | home for f1, supercars, & motorsport news",1
tvtechnology.com,1722,1,0,0,0,0,0,broadcast | production | nab | broadband | satellite | mobile | www.tvtechnology.com,1
algemeiner.com,182,1,0,0,0,0,0,,1
parkrecord.com,1235,1,0,0,0,0,0,,1
sentara.com,608,0,0,0,0,0,1,sentara,1
cbslocal.com,1631251,1,0,0,0,0,0,,1
pallonefornewjersey.com,156116,0,0,0,0,1,0,pallone for new jersey | frank pallone,1
kvor.com,8264,1,0,0,0,0,0,am 740 kvor | kvor-am,1
ms.gov,29,0,0,0,1,0,0,,1
coachsafely.org,615,0,1,0,0,0,0,youth sports injury prevention & education | coachsafely foundation,1
bfiholdings.com,247,0,0,0,0,0,1,,1
cedricrichmond.com,63061,0,0,0,0,0,1,,1
yourdailyglobe.com,1623,1,0,0,0,0,0,,1
thenewportbuzz.com,74,1,0,0,0,0,0,home - newport buzz,1
